3098421349	2
554067867	3
256597786	2
103351486	2
199973582	2
22942001	2
338914454	2
139758430	2
2174620748	4
3264569385	2
15109265	4
724324885	2
35457209	4
83683408	2
575402168	4
2512221956	2
3018439679	2
434308370	4
3295996710	2
167561205	4
4422755772	3
3673821932	3
72126063	1
3233845421	0
16313297	2
628493945	0
1622413069	2
523247729	4
2312109649	2
2838900554	2
403078748	2
1390556054	1
21125645	2
1154538534	1
35289761	4
1467026630	2
2784221536	4
321519271	2
2802302704	2
3581994913	6
312931148	4
961897154	2
2687223536	2
154155992	2
258478116	2
2961735746	2
82323247	4
2244794124	2
3393094667	2
35623824	2
4128024430	2
857490530	4
474263130	1
128466477	2
854201534	5
1254765698	2
476919617	5
1682313314	4
2960981093	3
3287695303	2
202539396	0
2900371521	1
121857594	2
203939641	2
124640990	2
51948170	2
2953167296	4
2803341352	2
166882121	2
2965914446	3
2986196889	0
2245462992	4
2853501332	2
2201333669	5
3979873394	5
12595312	2
47499461	2
3398729818	2
3223536685	2
889795548	2
29086373	4
2231476190	2
123214345	2
231718751	2
17861479	2
390146736	2
10086382	4
3165751084	2
1630352731	1
3064076521	5
193372339	2
116010130	2
2797875551	1
569043660	2
3009372480	2
3083900914	5
82425278	2
2971761881	2
2903675308	2
14046314	2
1864506978	2
616303909	5
564538442	2
449255296	2
3506030840	2
2394624993	2
4302224242	0
55662988	1
830163432	5
35950289	2
2394940873	2
349819728	4
3199919103	4
264121073	2
3976414213	2
3282398730	2
1413000943	2
2880393984	5
455567062	4
3422980817	2
3301224100	0
2363099551	4
16724972	2
881182314	5
82570028	6
3244584983	2
463193055	4
386582662	2
3299614305	5
250231768	2
422028183	2
472588972	2
4601655193	2
219874207	2
4383007034	2
2391701899	2
348847009	6
1477753758	2
2559048510	2
2893011943	2
527681453	2
35134309	4
3343397847	2
505833082	2
3291174194	2
3315537879	5
1908756390	2
3166053603	2
351814159	2
593481765	1
1383114716	2
3281254940	2
969397086	1
637056372	1
788612149	1
472532911	5
165448700	2
171134107	2
34953652	2
3287352410	2
868796322	2
580001344	2
116993598	5
360596538	2
1182747510	0
2957206289	4
90905432	2
190754647	2
2985092002	5
3313759618	4
2965318498	2
1343037642	2
1131784363	2
1174900730	2
104895413	2
4000918709	2
955350116	2
1341355722	2
460332176	1
863278244	4
458167829	2
2512155349	5
567588156	2
3287226222	2
3242533095	2
3410625701	2
23973435	2
349113353	2
2935260660	2
4314820157	2
3034488080	2
3164188794	2
61766010	1
1291136252	2
2874039644	2
3288831901	6
173751500	2
516632569	2
3154590891	5
3471601759	2
764179099	1
3387153855	2
4242657261	1
13630852	2
481673572	2
1378871144	2
2714388032	2
2293099507	1
238160951	1
276591681	0
2581583929	2
3962411603	2
155790304	2
202974156	1
3303432793	2
54263355	2
3250222040	5
247324832	2
16198774	2
194139854	2
2884456853	2
1587081356	1
3891754217	2
702278455	5
1605070976	2
712847001	2
12052952	2
1578932334	2
163082317	2
283113965	2
2817823998	2
2189291576	5
2990025622	4
67679771	2
22263651	2
104899180	2
51474841	5
848068296	2
2864106887	2
394693980	2
304913975	1
3257929151	2
85164850	2
3415512285	2
2436275671	1
1707310794	1
3967868833	2
1633515085	1
3287027977	2
4274498962	1
2173761470	2
452462357	2
824978402	4
2348612642	2
3435945359	5
18588919	2
1386364014	2
838502514	2
22297031	6
272383381	1
3382640066	1
34938685	5
149765637	2
2241040843	1
2749819601	4
3354034151	1
1941596719	0
2362805646	2
426501554	2
4172221638	1
3287882455	2
704523342	1
1037129802	2
40882376	4
4104904392	2
259398560	2
543113548	2
50438882	1
1050096331	2
3200925057	2
3257925073	4
39194666	2
1357774098	5
2243111964	5
253554752	2
4004311695	2
4482795202	2
120344682	1
98725558	2
2561434105	5
3708114795	2
3041385205	1
2953542846	2
2426865811	5
1978839685	4
322820365	6
162770784	2
52398403	1
179968583	2
3177501559	2
3728280500	2
46466493	2
3339714441	5
3422125696	2
347692993	2
3267489874	2
2581159473	4
347397831	2
17831065	2
2284100936	2
1054172714	4
902660155	2
291807276	5
3075701916	2
263590963	2
3015205673	1
15301343	2
2151712344	5
2618602598	2
72793593	2
120388905	4
2442864796	5
484698262	2
2871008877	2
1106935134	2
104449942	2
1345970232	2
3299544374	2
1531168874	4
3287534414	2
2555897181	5
2243449855	2
45805059	2
3313546470	2
3944740275	2
223900261	2
3130980117	5
3229067995	4
377767865	2
2916294697	2
295864227	4
2286005470	2
3074248227	4
290499084	2
41161102	4
485960656	2
63676663	1
316109708	2
3251632475	5
2342739973	5
3494699914	2
2986060527	4
109170521	2
3703243514	4
3077047801	2
147495812	2
1961028044	2
2749195232	2
2188582026	5
82101274	1
3237436366	4
605565315	4
1684444903	0
4358872343	2
41365886	2
436100252	4
388274900	2
135563795	5
525685170	1
23041645	1
3463464796	4
2295261625	2
58997732	4
22333656	5
291615891	1
106281577	2
3829803932	1
1318828802	5
91450870	2
773679619	1
344115992	5
2320579934	5
44001801	2
2943250305	4
15522756	2
544382991	4
3252788801	2
2961731166	2
2868782895	1
78465193	2
1080786510	5
568579411	1
1651736654	5
2903627705	5
387038254	2
3032426165	2
80999737	2
4080075975	2
4278258021	1
3250621111	2
453943990	4
2432695399	2
4038367361	2
3227372866	4
198912491	5
2349287108	2
2340187291	5
174667446	4
2617230595	2
875124919	2
1536911095	5
2619185548	5
126523026	2
3289231435	2
544678058	2
111972836	2
295603097	5
612969870	2
2971319719	2
299394251	4
102377428	2
1715866932	2
3566757674	2
3421470951	2
2552434680	2
2905394860	4
3244706724	2
980236250	4
3860569152	4
326369679	4
589181865	6
2399877985	4
3593771535	0
95108455	2
1101549631	6
3160976631	2
78054341	2
2978099653	2
40336947	2
59073984	2
18847106	4
3357946692	5
73141088	2
191123444	2
2238437917	4
2412972607	2
224039405	6
3063996721	4
3734470346	2
2866224657	2
3225052286	5
3012362696	2
317049274	2
3318703632	4
3247113450	5
26297156	4
92840722	5
1449155815	2
2361049553	4
1394548280	4
3177061729	2
321436860	1
4067940749	2
576499978	2
461197718	2
2512664264	4
291772148	5
2249090276	1
3095754327	2
416366381	5
3435134091	4
3258491597	2
3181441434	5
24922764	1
330597583	2
3131503199	2
2185310671	1
2292832332	2
39586129	2
339366591	2
3250192861	0
118807279	2
1476991075	1
706835023	5
86691503	5
121422723	4
428161313	2
252499305	1
615419877	4
25622254	2
1970260302	2
3679821383	2
264491208	2
1847841714	1
228838537	5
3387512331	2
2381471500	1
398415418	2
105786020	2
1916953958	2
3337612493	2
2733938400	4
4188494007	4
465934469	2
473556033	1
242821575	2
483194292	5
2833854266	4
253030995	4
2901926526	2
45459291	2
425501261	4
3160187534	2
87480775	2
3177024890	2
1284586999	1
231214259	2
3178168125	2
2812540626	2
2839975385	2
1324456993	2
3282462541	4
563640153	2
149148123	2
3322210328	4
709602894	2
2994337777	5
1209812090	2
1097590657	2
2293801410	4
2435346834	2
256342733	4
252922634	2
113200771	2
236580395	2
108448895	2
2409008486	5
75074429	2
452297933	4
4142993113	2
2502317748	4
1143504584	2
2918873840	2
1651183375	4
3303855346	2
284112256	2
3201005265	0
3074829696	2
3862072934	2
25892900	2
385904339	2
4184692330	2
19730650	1
575286156	2
3388203011	4
3149682218	4
2835691706	2
132962961	2
24594398	2
18027311	5
40307567	2
1617397705	2
4517021320	5
28137647	1
3026180435	1
1639245974	2
3062922338	2
288061685	4
3430082386	2
448994100	2
3400714546	6
923339203	2
151717207	2
3953605933	4
717985927	4
3281628907	2
115480038	2
2864723044	4
94274816	4
3148448571	2
343033496	2
1628775798	4
240399054	4
1953150691	1
2241973103	1
250216906	2
40122045	2
1955693167	5
17611734	6
901571228	2
2360287380	2
234643375	5
2401319456	5
1720506354	5
84722723	2
2947602791	4
2462643037	2
2310916754	1
3418647669	0
1095760777	2
576341696	1
17373329	4
367189092	1
3392865693	4
2244351768	4
3051226182	2
339360417	2
17815585	1
27187128	4
2242313196	2
28845134	6
3332419978	2
1316215032	5
4084149018	2
2853096616	2
2389459800	2
2956070925	2
227697541	2
144762144	2
3313193810	4
3454511422	4
363068363	2
2750217476	2
24183367	2
3244714110	5
2464953955	2
3233325308	5
2895032444	6
3292941550	2
33211168	4
3383239815	2
3385967848	2
41401673	2
3152501892	0
1569475945	2
505110999	2
799529424	2
3312653851	2
3688450693	4
3014398348	2
282966767	2
587035713	2
3438185938	2
14626205	1
3320971104	4
471071695	5
168437973	6
112802789	2
3249478862	4
909537120	2
2751596682	5
1515532488	2
56843122	2
3387713409	2
3625395143	5
892569745	2
2175697710	2
3432336101	2
2952698183	2
533388903	1
260866109	2
3167484837	2
27051027	5
758034006	2
32737005	2
