"source_id","target_id"
"586","17656600"
"1075","17656600"
"2781","17656600"
"6095","17656600"
"11552","17656600"
"12684","39328305"
"12733","869150966"
"30973","16753788"
"236813","17656600"
"287713","17656600"
"654203","45107336"
"731273","150524058"
"755103","16753788"
"765340","112540516"
"777784","17656600"
"795649","17656600"
"816589","17656600"
"818805","869150966"
"863521","869150966"
"985341","17656600"
"1087631","869150966"
"1159251","17656600"
"1325821","869150966"
"1613451","279388955"
"1807871","17656600"
"2081111","869150966"
"2194521","869150966"
"2251401","82100136"
"2361121","152846674"
"2361121","254618989"
"2361121","338873800"
"2361121","584681101"
"2480891","21375100"
"2568461","869150966"
"2612171","171066133"
"2621591","17656600"
"2704951","21375100"
"2883841","27662686"
"3092911","869150966"
"3132041","869150966"
"3283481","144602443"
"3283481","253111142"
"3291901","25836383"
"3362741","107914508"
"3559741","35959749"
"3567241","869150966"
"3574391","869150966"
"3699721","869150966"
"3921161","35959749"
"3984681","35959749"
"4073431","869150966"
"4084341","869150966"
"4120741","869150966"
"4222581","869150966"
"4265721","869150966"
"4278201","16753788"
"4813271","242186430"
"4923811","21375100"
"4927251","869150966"
"4959461","17656600"
"5285332","69412978"
"5357812","21375100"
"5378272","17656600"
"5380672","96123681"
"5386252","869150966"
"5394372","17656600"
"5469512","17656600"
"5577632","107914508"
"5609462","588962156"
"5756352","107914508"
"5802442","17656600"
"5918602","46071929"
"6000102","107914508"
"6015212","48364513"
"6015212","134332869"
"6032552","73766975"
"6042412","275881452"
"6067992","107914508"
"6071172","869150966"
"6116122","17656600"
"6207392","314248094"
"6222372","17656600"
"6331462","17656600"
"6425102","869150966"
"6425782","17656600"
"6452362","16753788"
"6581322","869150966"
"6615072","10935572"
"6642822","869150966"
"6939072","107914508"
"7193212","869150966"
"7297852","869150966"
"7508602","72835654"
"7691312","17656600"
"7713202","21375100"
"7765802","869150966"
"7792422","869150966"
"7903462","123358291"
"7963772","17656600"
"8064472","869150966"
"8190012","869150966"
"8199112","17656600"
"8306672","54244742"
"8315972","17656600"
"8344732","869150966"
"8369892","869150966"
"8372782","17656600"
"8447862","10935572"
"8447862","220933018"
"8506212","869150966"
"8542882","21375100"
"8596022","39328305"
"8638922","16119337"
"8638922","16753788"
"8638922","50613517"
"8638922","79015296"
"8638922","127423382"
"8638922","141886393"
"8638922","183580684"
"8638922","250440746"
