"source_id","target_id"
"1057211","303932719"
"6250532","616301001"
"8303022","617590863"
"8303022","617678355"
"8303022","618752804"
"9082652","616299435"
"12587862","616211257"
"12587862","616217972"
"12587862","616218488"
"12587862","616218557"
"12587862","616218776"
"12587862","616219193"
"12587862","616219790"
"12587862","616219802"
"12587862","616219934"
"12587862","616220111"
"12587862","616220327"
"12587862","616220423"
"12587862","616220519"
"12587862","616220681"
"12587862","616220743"
"12587862","616221239"
"12587862","616221758"
"12587862","616222118"
"12587862","616222247"
"12587862","616222397"
"12587862","616223567"
"12587862","616223591"
"12587862","616223692"
"12587862","616223887"
"12587862","616224011"
"12587862","616224076"
"12587862","616224313"
"12587862","616224676"
"12587862","616224764"
"12587862","616224988"
"12587862","616225009"
"12587862","616225061"
"12587862","616225381"
"12587862","616225472"
"12587862","616225900"
"12587862","616227250"
"12587862","616227842"
"12587862","616227895"
"12587862","616227958"
"12587862","616227970"
"12587862","616228429"
"12587862","616228510"
"12587862","616228657"
"12587862","616229482"
"12587862","616230346"
"12587862","616230458"
"12587862","616230506"
"12587862","616230529"
"12587862","616230704"
"12587862","616231067"
"12587862","616231447"
"12587862","616231544"
"12587862","616231558"
"12587862","616231585"
"12587862","616231691"
"12587862","616231795"
"12587862","616232251"
"12587862","616232503"
"12587862","616235884"
"12587862","616236079"
"12587862","616236808"
"12587862","616237568"
"12587862","616237669"
"12587862","616246319"
"12587862","616263058"
"12587862","616263295"
"12587862","616287621"
"12587862","616292463"
"12587862","616299078"
"12587862","616299456"
"12587862","616299531"
"12587862","616299576"
"12587862","616300029"
"12587862","616300077"
"12587862","616300113"
"12587862","616300149"
"12587862","616300911"
"12587862","616301190"
"12587862","616301904"
"12587862","616302072"
"12587862","616302444"
"12587862","616302756"
"12587862","616302786"
"12587862","616303158"
"12587862","616304112"
"12587862","616304457"
"12587862","616305351"
"12587862","616306023"
"12587862","616310415"
"12587862","616310832"
"12587862","616311015"
"12587862","616312188"
"12587862","616312653"
"12587862","616341300"
"12587862","616512844"
"12587862","616650103"
"12587862","618752804"
"12587862","619305569"
"12587862","709547976"
"14363167","616298898"
"14404145","616229482"
"14513049","616227958"
"14513049","616299315"
"14513049","616300515"
"14513049","617068979"
"14513049","617638457"
"14513049","617688070"
"14513049","617690311"
"14513049","617710286"
"14513049","619225021"
"14513049","621554804"
"14535678","617017911"
"14571678","616710259"
"14571678","617859996"
"14984074","616221632"
"14984074","617746912"
"15011150","616211029"
"15011150","616298907"
"15195038","134435538"
"15195038","252647855"
"15360219","616755124"
"15433092","290499654"
"15462554","616235338"
"15462554","616299315"
"15462554","617590863"
"15462554","617746912"
"15462554","618752804"
"15462554","618803772"
"15462554","619219990"
"15537895","303932719"
"16098159","708666768"
"16104017","616204178"
"16104017","616205123"
"16104017","616205288"
"16104017","616205957"
"16104017","616206143"
"16104017","616206149"
"16104017","616206200"
"16104017","616206215"
"16104017","616206269"
"16104017","616206275"
"16104017","616206311"
"16104017","616206386"
"16104017","616206452"
"16104017","616206464"
"16104017","616206467"
"16104017","616206563"
"16104017","616206656"
"16104017","616206664"
"16104017","616206769"
"16104017","616207079"
"16104017","616207376"
"16104017","616207430"
"16104017","616208212"
"16104017","616208980"
"16104017","616209703"
"16104017","616210015"
"16104017","616210814"
"16104017","616210933"
"16104017","616210993"
"16104017","616211005"
"16104017","616211029"
"16104017","616211149"
"16104017","616211257"
"16104017","616211458"
"16104017","616211479"
"16104017","616211512"
"16104017","616211704"
"16104017","616211779"
"16104017","616211792"
"16104017","616212091"
"16104017","616212148"
"16104017","616212203"
"16104017","616212268"
"16104017","616212298"
"16104017","616212355"
"16104017","616212358"
"16104017","616212964"
"16104017","616213459"
"16104017","616215005"
"16104017","616215302"
"16104017","616215323"
"16104017","616215454"
"16104017","616215784"
"16104017","616216289"
"16104017","616217255"
"16104017","616217345"
"16104017","616217624"
"16104017","616217714"
"16104017","616217762"
"16104017","616217828"
"16104017","616217858"
"16104017","616217867"
"16104017","616217939"
"16104017","616217972"
"16104017","616218053"
"16104017","616218281"
"16104017","616218317"
"16104017","616218326"
"16104017","616218377"
"16104017","616218482"
"16104017","616218488"
"16104017","616218557"
"16104017","616218743"
"16104017","616218776"
"16104017","616218845"
"16104017","616218947"
"16104017","616219076"
"16104017","616219148"
"16104017","616219172"
"16104017","616219193"
"16104017","616219253"
"16104017","616219256"
"16104017","616219507"
"16104017","616219633"
"16104017","616219676"
"16104017","616219790"
"16104017","616219802"
"16104017","616219883"
"16104017","616219934"
"16104017","616220039"
"16104017","616220111"
"16104017","616220140"
"16104017","616220327"
"16104017","616220383"
"16104017","616220414"
"16104017","616220423"
"16104017","616220519"
"16104017","616220543"
"16104017","616220612"
"16104017","616220681"
"16104017","616220743"
"16104017","616220864"
"16104017","616221038"
"16104017","616221044"
"16104017","616221088"
"16104017","616221151"
"16104017","616221152"
"16104017","616221239"
"16104017","616221350"
"16104017","616221404"
"16104017","616221593"
"16104017","616221623"
"16104017","616221632"
"16104017","616221752"
"16104017","616221758"
"16104017","616221794"
"16104017","616221926"
"16104017","616222001"
"16104017","616222051"
"16104017","616222118"
"16104017","616222247"
"16104017","616222397"
"16104017","616222607"
"16104017","616222681"
"16104017","616222720"
"16104017","616222768"
"16104017","616222814"
"16104017","616222831"
"16104017","616222843"
"16104017","616222864"
"16104017","616222988"
"16104017","616223065"
"16104017","616223147"
"16104017","616223167"
"16104017","616223195"
"16104017","616223302"
"16104017","616223419"
"16104017","616223567"
"16104017","616223591"
"16104017","616223636"
"16104017","616223671"
"16104017","616223692"
"16104017","616223734"
"16104017","616223872"
"16104017","616223887"
"16104017","616224011"
"16104017","616224049"
"16104017","616224076"
"16104017","616224125"
"16104017","616224133"
"16104017","616224313"
"16104017","616224374"
"16104017","616224547"
"16104017","616224637"
"16104017","616225891"
"16104017","616225900"
"16104017","616226164"
"16104017","616226180"
"16104017","616226258"
"16104017","616226398"
"16104017","616226518"
"16104017","616226519"
"16104017","616226596"
"16104017","616227250"
"16104017","616227283"
"16104017","616227352"
"16104017","616227397"
"16104017","616227442"
"16104017","616227469"
"16104017","616227562"
"16104017","616227574"
"16104017","616227617"
"16104017","616227622"
"16104017","616227842"
"16104017","616227895"
"16104017","616227958"
"16104017","616227970"
"16104017","616227982"
"16104017","616228012"
"16104017","616228258"
"16104017","616228429"
"16104017","616228510"
"16104017","616228561"
"16104017","616228655"
"16104017","616228657"
"16104017","616229068"
"16104017","616229203"
"16104017","616229272"
"16104017","616229482"
"16104017","616229522"
"16104017","616229738"
"16104017","616229767"
"16104017","616229867"
"16104017","616229977"
"16104017","616230280"
"16104017","616230346"
"16104017","616230356"
"16104017","616230368"
"16104017","616230379"
"16104017","616230458"
"16104017","616230506"
"16104017","616230529"
"16104017","616230704"
"16104017","616230778"
"16104017","616230997"
"16104017","616231067"
"16104017","616231144"
"16104017","616231375"
"16104017","616231447"
"16104017","616231558"
"16104017","616231564"
"16104017","616231565"
"16104017","616231585"
"16104017","616231654"
"16104017","616231691"
"16104017","616231795"
"16104017","616232053"
"16104017","616232251"
"16104017","616232257"
"16104017","616232503"
"16104017","616232630"
"16104017","616232875"
"16104017","616234888"
"16104017","616234909"
"16104017","616235260"
"16104017","616235338"
"16104017","616235776"
"16104017","616235842"
"16104017","616235848"
"16104017","616235884"
"16104017","616236079"
"16104017","616236223"
"16104017","616236808"
"16104017","616237568"
"16104017","616237669"
"16104017","616284135"
"16104017","616284570"
"16104017","616284642"
"16104017","616285149"
"16104017","616285401"
"16104017","616285659"
"16104017","616287318"
"16104017","616287324"
"16104017","616287447"
"16104017","616287579"
"16104017","616287621"
"16104017","616287702"
"16104017","616287960"
"16104017","616288152"
"16104017","616288341"
"16104017","616289460"
"16104017","616292463"
"16104017","616293207"
"16104017","616296594"
"16104017","616296954"
"16104017","616297194"
"16104017","616297275"
"16104017","616297320"
"16104017","616297401"
"16104017","616297419"
"16104017","616297983"
"16104017","616298199"
"16104017","616298418"
"16104017","616298625"
"16104017","616298739"
"16104017","616298784"
"16104017","616298811"
"16104017","616298898"
"16104017","616298907"
"16104017","616299006"
"16104017","616299078"
"16104017","616299144"
"16104017","616299231"
"16104017","616299315"
"16104017","616299405"
"16104017","616299435"
"16104017","616299456"
"16104017","616299501"
"16104017","616299531"
"16104017","616299576"
"16104017","616299699"
"16104017","616299930"
"16104017","616300029"
"16104017","616300071"
"16104017","616300077"
"16104017","616300113"
"16104017","616300149"
"16104017","616300368"
"16104017","616300512"
"16104017","616300515"
"16104017","616300602"
"16104017","616300605"
"16104017","616300671"
"16104017","616300719"
"16104017","616300785"
"16104017","616300803"
"16104017","616300830"
"16104017","616300842"
"16104017","616300911"
"16104017","616300920"
"16104017","616301001"
"16104017","616301016"
"16104017","616301049"
"16104017","616301106"
"16104017","616301190"
"16104017","616301301"
"16104017","616301307"
"16104017","616301361"
"16104017","616301619"
"16104017","616301763"
"16104017","616301934"
"16104017","616301994"
"16104017","616302027"
"16104017","616302072"
"16104017","616302333"
"16104017","616302336"
"16104017","616302444"
"16104017","616302717"
"16104017","616302756"
"16104017","616302783"
"16104017","616302786"
"16104017","616303158"
"16104017","616303560"
"16104017","616303596"
"16104017","616304112"
"16104017","616304133"
"16104017","616304394"
"16104017","616304430"
"16104017","616304544"
"16104017","616304775"
"16104017","616305144"
"16104017","616305351"
"16104017","616305756"
"16104017","616305963"
"16104017","616306023"
"16104017","616306101"
"16104017","616306719"
"16104017","616306866"
"16104017","616307286"
"16104017","616308033"
"16104017","616308387"
"16104017","616308495"
"16104017","616308801"
"16104017","616308894"
"16104017","616309005"
"16104017","616310157"
"16104017","616310415"
"16104017","616310538"
"16104017","616310832"
"16104017","616310931"
"16104017","616311015"
"16104017","616311330"
"16104017","616312179"
"16104017","616312188"
"16104017","616312242"
"16104017","616312341"
"16104017","616312653"
"16104017","616312923"
"16104017","616313055"
"16104017","616313064"
"16104017","616313250"
"16104017","616313439"
"16264803","616231691"
"16264803","771657486"
"16264803","773903504"
"16734766","110120789"
"17064730","134435538"
"17097105","617293369"
"17268601","622865278"
"17275253","616217345"
"17275253","616217828"
"17275253","616220743"
"17275253","616225564"
"17275253","616230997"
"17275253","616301001"
"17275253","616687643"
"17275253","616795584"
"17275253","617356028"
"17275253","617547588"
"17275253","617677309"
"17275253","617690311"
"17275253","617710286"
"17275253","617715995"
"17275253","617721359"
"17275253","617733611"
"17275253","617746912"
"17275253","617751431"
"17275253","617772457"
"17275253","617785240"
"17275253","617801213"
"17275253","617813940"
"17275253","618136325"
"17275253","618167879"
"17275253","618277797"
"17275253","618326816"
"17275253","618393696"
"17275253","618469145"
"17275253","618615426"
"17275253","618886449"
"17275253","618887115"
"17275253","619271078"
"17275253","619308922"
"17275253","622073942"
"17275253","709554859"
"17284252","616331366"
"17284252","616804514"
"17459784","616298199"
"17459784","616572184"
"17680840","616222768"
"17680840","616301994"
"17680840","616302756"
"17680840","616616079"
"17680840","616910707"
"17680840","617130613"
"17680840","617198204"
"17680840","617279835"
"17680840","617461581"
"17680840","617677309"
"17680840","617836708"
"17680840","619080462"
"17680840","620421877"
"17680840","621412482"
"17680840","713127517"
"17680840","1218517542"
"17707280","303932719"
"17715247","617430051"
"17715247","617588987"
"17715247","617825921"
"17776189","134435538"
"18091706","616298199"
"18113292","616206664"
"18113292","617778071"
"18113292","617859807"
"18113292","618422144"
"18113292","712314872"
"18691882","37384589"
"18999531","134435538"
"18999531","252647855"
"19057086","616517540"
"19057086","616524118"
"19057086","617602292"
"19061432","134435538"
"19061432","252647855"
"19130210","616594567"
"19130210","616595506"
"19130210","616596061"
"19684104","616297275"
"19803537","616650103"
"19840008","616767002"
"20112996","616217255"
"20212140","618249107"
"20439606","616308387"
"20439606","616572184"
"20439606","617060374"
"20439606","617128626"
"20641934","303932719"
"20658902","252647855"
"20713080","616218845"
"20713080","616710259"
"20713080","616746245"
"20713080","618622204"
"20713080","618758991"
"20713080","619422439"
"20955266","616296954"
"21374716","616224959"
"21374716","622304985"
"21549216","616226180"
"21549216","616229767"
"21549216","616309005"
"21550886","617638457"
"21550886","617639339"
"21550886","619418083"
"21570055","621364003"
"21977463","616299405"
"22041961","617331506"
"22158009","1213492392"
"22578221","617622359"
"22590193","616224676"
"22761569","616980013"
"23028288","616299006"
"23086986","134435538"
"23086986","252647855"
"23346215","619563674"
"23475123","134435538"
"23563211","616297194"
"23648093","303932719"
"23663348","616220519"
"23663348","616401471"
"23978832","195913271"
"24082723","616296954"
"24409253","618886449"
"24526844","616227574"
"24713630","616774511"
"25023858","616632879"
"25101589","349392750"
"25192474","616221151"
"25192474","617510269"
"25192474","709026824"
"25192474","711397128"
"25192474","711459554"
"25241942","616221632"
"25287369","616993101"
"25396760","616998237"
"25590369","622493112"
"26098896","303932719"
"26138537","618886449"
"26176597","616306023"
"26243540","616621744"
"26259967","617060374"
"26268742","616296954"
"26271423","616384499"
"26271423","616401471"
"26317256","616220743"
"26494227","616597381"
"26494227","622104551"
"26534292","616235884"
"26534292","616855379"
"26534292","616884430"
"26534292","617557216"
"26534292","619020183"
"26767066","616218845"
"27206835","37384589"
"27736896","622545293"
"28162811","616500983"
"28162811","616626990"
"28162811","617293369"
"28162811","621377933"
"28162811","709547976"
"28162811","716289278"
"28162811","1213492392"
"28162811","1218559916"
"28251367","616206631"
"28251367","616206769"
"28251367","616216289"
"28251367","616219193"
"28251367","616219934"
"28251367","616229272"
"28251367","616287579"
"28251367","616296954"
"28251367","616302072"
"28251367","616349387"
"28251367","616772277"
"28251367","616891841"
"28251367","616904387"
"28251367","616998237"
"28251367","617025589"
"28251367","617733670"
"28251367","618615426"
"28251367","619525029"
"28251367","619552741"
"28251367","619563674"
"28251367","619564441"
"28251367","619583763"
"28251367","619588265"
"28251367","619598059"
"28251367","619664425"
"28251367","619668267"
"28251367","619723557"
"28251367","619810380"
"28251367","620060059"
"28251367","620112188"
"28251367","620137618"
"28251367","620156433"
"28251367","620175784"
"28251367","620220804"
"28251367","620250979"
"28251367","620320700"
"28251367","620332636"
"28251367","620350001"
"28251367","620419987"
"28251367","620466927"
"28251367","620525418"
"28251367","620598613"
"28251367","620753960"
"28251367","620758404"
"28251367","620765352"
"28251367","620776121"
"28251367","620896239"
"28251367","621316184"
"28251367","622255721"
"28251367","709026824"
"28251367","1205018334"
"28251367","1205093317"
"28251367","1208119178"
"28251367","1208281129"
"28307383","616713916"
"28428838","616221038"
"28683302","1388819528"
"28748560","110120789"
"28851069","617590863"
"29056801","618752804"
"29056801","618949013"
"29094325","303932719"
"29212404","617818221"
"29261121","72110028"
"29599689","616301106"
"29599689","616302783"
"29599689","616887730"
"29599689","617438377"
"29599689","617447770"
"29599689","617458994"
"29599689","617469944"
"29599689","617534754"
"29599689","617539440"
"29599689","617547588"
"29599689","618262473"
"29599689","622589126"
"29599689","709392979"
"29599689","711459554"
"29633303","616977419"
"29633303","616988044"
"29633303","616998237"
"29633303","617011109"
"29633303","617678355"
"29806345","617602159"
"30002844","616394546"
"30170444","617767432"
"30280839","617678355"
"30554417","616204178"
"30554417","616206275"
"30554417","616224676"
"30561781","616206275"
"30561781","616217762"
"30561781","616218776"
"30561781","616220423"
"30561781","616222864"
"30561781","616223147"
"30561781","616223636"
"30561781","616227982"
"30561781","616287318"
"30561781","616298739"
"30561781","616300920"
"30561781","616305396"
"30561781","616361119"
"30561781","616381786"
"30561781","616438405"
"30561781","616512300"
"30561781","616512844"
"30561781","616524118"
"30561781","616538559"
"30561781","616553484"
"30561781","616561810"
"30561781","616598289"
"30561781","616616079"
"30561781","616635785"
"30561781","616648049"
"30561781","616648771"
"30561781","616687449"
"30561781","616710259"
"30561781","616767002"
"30561781","616772277"
"30561781","616788069"
"30561781","616833719"
"30561781","616841344"
"30561781","616884430"
"30561781","616916922"
"30561781","616920480"
"30561781","616964543"
"30561781","616965906"
"30561781","616977639"
"30561781","616977822"
"30561781","617020095"
"30561781","617020884"
"30561781","617096196"
"30561781","617096445"
"30561781","617096658"
"30561781","617233852"
"30561781","617234497"
"30561781","617294403"
"30561781","617299578"
"30561781","617342501"
"30561781","617694691"
"30561781","618500176"
"30561781","618739511"
"30561781","619441439"
"30561781","619445404"
"30561781","619448053"
"30561781","619466144"
"30561781","619512380"
"30561781","619525029"
"30561781","621377933"
"30561781","621960147"
"30561781","714583566"
"30748183","616755311"
"30898870","617314330"
"31033695","616206614"
"31033695","616288152"
"31033695","616685497"
"31033695","616768101"
"31033695","616882733"
"31033695","616931759"
"31033695","617007034"
"31033695","617096196"
"31033695","617132436"
"31033695","617170338"
"31033695","617176526"
"31033695","617228381"
"31033695","617234497"
"31033695","617447770"
"31033695","617450488"
"31033695","617647398"
"31033695","622255721"
"31390012","303932719"
"32160850","617678355"
"32361233","616385880"
"32361233","616394546"
"32361233","617198204"
"32651397","617448956"
"32920077","134435538"
"33307124","616299144"
"33923443","616299699"
"33923443","616312923"
"34122289","616226180"
"34122289","616229767"
"34122289","616309005"
"34418641","616453934"
"34698139","619387779"
"34709013","303932719"
"34963344","195913271"
"34963344","252647855"
"34984722","252647855"
"35748845","616227970"
"35748845","616229482"
"35927341","349392750"
"36063996","616401471"
"36288964","134435538"
"36288964","252647855"
"36696461","616774511"
"36799336","616300602"
"37176718","37384589"
"37329581","616310157"
"37329581","616393718"
"37329581","617313448"
"37329581","619387779"
"37434578","618803772"
"38390673","617745271"
"38411747","616298784"
"38428953","616225373"
"38428953","616228657"
"38428953","616284570"
"38428953","616300785"
"38428953","616300911"
"38428953","616301904"
"38428953","616301994"
"38428953","616710259"
"38428953","617859996"
"38428953","619080462"
"38428953","619085463"
"38485326","616206467"
